,tgt_rate,cpi_yoy,pce_yoy,gdp_yoy,unrate,unrate_chg_3m,vix,t10y2y,eq_ret_12m,y
2015-02-01,0.25,-0.08703146293520536,0.1707014276846719,3.9692994988184793,5.5,-0.2999999999999998,15.90421052631579,1.3563157894736841,15.592626956129752,1
2015-03-01,0.25,-0.022031284423873476,0.19934927438929329,3.9692994988184793,5.4,-0.1999999999999993,14.812727272727273,1.4022727272727273,15.47230715565837,1
2015-04-01,0.25,-0.10403098939391064,0.11032406404982709,3.2790878609270546,5.4,-0.2999999999999998,13.494761904761905,1.395,21.03862150618754,1
2015-05-01,0.25,0.03503321824429584,0.18528621573490334,3.2790878609270546,5.6,0.09999999999999964,13.3385,1.5885,21.619741104795498,1
2015-06-01,0.25,0.1795718097550525,0.27042867572208973,3.2790878609270546,5.3,-0.10000000000000053,14.339545454545457,1.675,17.086266215899503,1
2015-07-01,0.25,0.22568611104094582,0.2197328295222345,2.4473213664345517,5.2,-0.20000000000000018,14.352727272727272,1.656818181818182,14.62935659041953,1
2015-08-01,0.25,0.2413037985344868,0.23927130079379744,2.4473213664345517,5.1,-0.5,19.42809523809524,1.4695238095238095,10.52205357319027,1
2015-09-01,0.25,0.008842961634170088,0.06569964994405098,2.4473213664345517,5.0,-0.2999999999999998,24.377142857142857,1.4595238095238094,4.315376816308203,1
2015-10-01,0.25,0.12761656067050708,0.09549823379610967,2.119861312664817,5.0,-0.20000000000000018,16.789545454545454,1.4252380952380952,10.805858839575011,1
2015-11-01,0.25,0.4363182169185187,0.2538775426298434,2.119861312664817,5.1,0.0,16.21,1.378421052631579,8.422151959988454,2
2015-12-01,0.5,0.6387247515364791,0.34596375617792496,2.119861312664817,5.0,0.0,18.025454545454547,1.26,6.504501609353808,1
2016-01-01,0.5,1.2375025026943876,0.8711486332691809,1.7950168913805964,4.8,-0.20000000000000018,23.717894736842105,1.1857894736842105,-1.3476960279488082,1
2016-02-01,0.5,0.8472775790126619,0.640330493157748,1.7950168913805964,4.9,-0.1999999999999993,22.517,1.046,-8.055813422969283,1
2016-03-01,0.5,0.8916160965521946,0.6855104733630268,1.7950168913805964,5.0,0.0,15.84909090909091,1.014090909090909,-3.7167066640659385,1
2016-04-01,0.5,1.1726257503534843,0.9259068531526138,1.493250832714721,5.1,0.2999999999999998,14.300476190476191,1.0371428571428571,-1.8809229513247705,1
2016-05-01,0.5,1.0784764621246223,0.8486853596638255,1.493250832714721,4.8,-0.10000000000000053,14.852857142857141,0.99,-4.795696330783361,1
2016-06-01,0.5,1.0792865347959424,0.8296074490339977,1.493250832714721,4.9,-0.09999999999999964,17.774545454545457,0.9127272727272728,-4.273758293840546,1
2016-07-01,0.5,0.8683633430518256,0.7550842682239489,1.8057615310855146,4.8,-0.2999999999999998,13.1585,0.8314999999999999,-1.1572535664327366,1
2016-08-01,0.5,1.0553158595656864,0.8882104659263312,1.8057615310855146,4.9,0.10000000000000053,12.399565217391304,0.8191304347826087,5.723140590529874,1
2016-09-01,0.5,1.5486446201652182,1.2197749212634612,1.8057615310855146,5.0,0.09999999999999964,14.21952380952381,0.8595238095238096,10.660268389455663,1
2016-10-01,0.5,1.685924966243646,1.4270032930845167,2.1815663030564147,4.9,0.10000000000000053,14.585238095238097,0.9215,7.725955828669084,1
2016-11-01,0.5,1.6843334719788938,1.3974040886628902,2.1815663030564147,4.7,-0.20000000000000018,15.236190476190476,1.1625,3.5033443255172436,2
2016-12-01,0.75,2.0507989115119862,1.6571581021178838,2.1815663030564147,4.7,-0.2999999999999998,12.472380952380954,1.2952380952380953,7.391602222513205,1
2017-01-01,0.75,2.5103933482571117,2.0052104701731244,2.0874616941966906,4.7,-0.20000000000000018,11.6085,1.226,20.619566645514542,1
2017-02-01,0.75,2.8103616813294208,2.1971368464261953,2.0874616941966906,4.6,-0.10000000000000053,11.530526315789475,1.2178947368421054,29.1605654156039,2
2017-03-01,1.0,2.44119623655914,1.9063610209576698,2.0874616941966906,4.4,-0.2999999999999998,11.89782608695652,1.168695652173913,23.35660333973739,1
2017-04-01,1.0,2.176223471915395,1.76747318686028,2.3304137937582903,4.4,-0.2999999999999998,13.136315789473684,1.0563157894736843,20.849644414619874,1
2017-05-01,1.0,1.8563431667619756,1.557772049759043,2.3304137937582903,4.4,-0.1999999999999993,10.862272727272726,1.0018181818181817,27.915147799936868,2
2017-06-01,1.25,1.640565809959127,1.4655479277905004,2.3304137937582903,4.3,-0.10000000000000053,10.513636363636364,0.8445454545454546,28.171091486843846,1
2017-07-01,1.25,1.7251073506566073,1.4856317748266346,2.410821412174591,4.3,-0.10000000000000053,10.2645,0.9455,25.292352351886137,1
2017-08-01,1.25,1.92812155729698,1.5719087318108338,2.410821412174591,4.4,0.0,11.975652173913044,0.8739130434782609,20.976636085708478,1
2017-09-01,1.25,2.1805652303711787,1.757444307056133,2.410821412174591,4.3,0.0,10.437999999999999,0.8175000000000001,22.342791064920586,1
2017-10-01,1.25,2.020757753132485,1.6820407007323013,2.9941434967617697,4.2,-0.09999999999999964,10.125454545454545,0.8104761904761905,25.62833186700635,1
2017-11-01,1.25,2.172493864295566,1.7937129048240186,2.9941434967617697,4.2,-0.20000000000000018,10.54047619047619,0.6566666666666666,29.188453132910652,2
2017-12-01,1.5,2.129930719552253,1.7664099484208329,2.9941434967617697,4.1,-0.20000000000000018,10.2645,0.5585,27.278625683909752,1
2018-01-01,1.5,2.151318868063945,1.7576494957315614,3.328810094759116,4.0,-0.20000000000000018,11.062380952380952,0.5519047619047619,30.892712904134978,1
2018-02-01,1.5,2.263468931091861,1.8376076958608545,3.328810094759116,4.1,-0.10000000000000053,22.464736842105264,0.6836842105263158,24.23491276401373,2
2018-03-01,1.75,2.3309497646499366,1.998292058070028,3.328810094759116,4.0,-0.09999999999999964,19.023809523809526,0.5666666666666667,24.664121087346768,1
2018-04-01,1.75,2.4709963021052994,2.0466282276259795,3.2989628465220244,4.0,0.0,18.267619047619046,0.4847619047619047,19.82306008792143,1
2018-05-01,1.75,2.781921607842497,2.2662065367869744,3.2989628465220244,3.8,-0.2999999999999998,14.124545454545455,0.4659090909090909,19.828134615219064,2
2018-06-01,2.0,2.8075506935940187,2.268307840346395,3.2989628465220244,4.0,0.0,13.678095238095239,0.379047619047619,22.82756099398373,1
2018-07-01,2.0,2.854124785561929,2.3386070559001215,3.130030640718684,3.8,-0.20000000000000018,13.147619047619049,0.28238095238095234,23.228999778603466,1
2018-08-01,2.0,2.6429238568742575,2.180411288951989,3.130030640718684,3.8,0.0,12.54695652173913,0.2534782608695652,25.047322945225247,2
2018-09-01,2.25,2.332055105808828,2.009960159362545,3.130030640718684,3.7,-0.2999999999999998,12.910526315789474,0.23631578947368423,24.19429456951374,1
2018-10-01,2.25,2.492032470218053,2.053098049357893,2.125110751484538,3.8,0.0,19.35217391304348,0.2913636363636364,13.994713904266476,1
2018-11-01,2.25,2.147328577667773,1.9418922274646144,2.125110751484538,3.8,0.0,19.38904761904762,0.258,6.4749234323335125,2
2018-12-01,2.5,2.0023809043401064,1.8646908878110713,2.125110751484538,3.9,0.19999999999999973,24.953157894736844,0.1563157894736842,-1.0950908971481876,1
2019-01-01,2.5,1.4875893578291333,1.4318323303589953,1.9335587266003706,4.0,0.20000000000000018,19.57238095238095,0.17047619047619048,-4.118997999992935,1
2019-02-01,2.5,1.5188615351321877,1.4001735426362627,1.9335587266003706,3.8,0.0,15.234736842105262,0.17210526315789473,3.746345362306669,1
2019-03-01,2.5,1.8831863513063984,1.5218076513927814,1.9335587266003706,3.8,-0.10000000000000009,14.485238095238095,0.16142857142857142,4.347407562848438,1
2019-04-01,2.5,2.000583470209061,1.5663384627478738,2.242125694698238,3.7,-0.2999999999999998,12.949047619047619,0.18761904761904763,12.834671338899017,1
2019-05-01,2.5,1.7959105553606136,1.4655536045359518,2.242125694698238,3.6,-0.19999999999999973,16.721818181818183,0.18863636363636366,6.34245645501319,1
2019-06-01,2.5,1.671194894390049,1.4260651383430245,2.242125694698238,3.6,-0.19999999999999973,15.836000000000002,0.26,2.3586286486071417,1
2019-07-01,2.5,1.826331335037068,1.4539295260287632,2.797216868642849,3.7,0.0,13.305909090909092,0.2240909090909091,5.7850032933267626,0
2019-08-01,2.25,1.7376412106666406,1.4304164057608038,2.797216868642849,3.6,0.0,18.97909090909091,0.055,0.23693804306246236,0
2019-09-01,2.0,1.6844977040391562,1.2839539924622612,2.797216868642849,3.5,-0.10000000000000009,15.559000000000001,0.051500000000000004,1.307630118212444,0
2019-10-01,1.75,1.7339736996186295,1.2885618207514993,3.3517765241980912,3.6,-0.10000000000000009,15.466521739130435,0.15545454545454546,7.3360415053049355,1
2019-11-01,1.75,2.092290394862917,1.3582773068303577,3.3517765241980912,3.6,0.0,12.5235,0.19947368421052633,17.709807222022512,1
2019-12-01,1.75,2.3195274699624457,1.5637627676458932,3.3517765241980912,3.6,0.10000000000000009,13.756666666666666,0.24952380952380954,28.826178434934135,1
2020-01-01,1.75,2.599767976845202,1.7944821136310463,1.3585350290757248,3.6,0.0,13.94095238095238,0.23857142857142857,32.28961286601872,1
2020-02-01,1.75,2.3413166797595197,1.689097203314005,1.3585350290757248,3.5,-0.10000000000000009,19.628947368421052,0.1731578947368421,26.76649892503069,0
2020-03-01,0.25,1.4940399642909163,1.1662090444265472,1.3585350290757248,4.4,0.8000000000000003,57.73681818181819,0.42181818181818187,1.8722293561838965,1
2020-04-01,0.25,0.3130472940411133,0.4624613003096023,-7.39861495878491,14.8,11.200000000000001,41.453809523809525,0.43285714285714283,3.741080621103876,1
2020-05-01,0.25,0.1982013035848551,0.49016290423937736,-7.39861495878491,13.2,9.7,30.897000000000002,0.5035000000000001,16.667065215985954,1
2020-06-01,0.25,0.7166562831830481,0.7595377063120967,-7.39861495878491,11.0,6.6,31.119545454545456,0.5436363636363637,25.743039481773522,1
2020-07-01,0.25,0.9968647625897997,0.9225840072571545,-1.3646720997737227,10.2,-4.600000000000001,26.840454545454545,0.4754545454545455,27.959740569590075,1
2020-08-01,0.25,1.2810698495523853,1.157519050834388,-1.3646720997737227,8.4,-4.799999999999999,22.88952380952381,0.5104761904761905,41.73157854448644,1
2020-09-01,0.25,1.3910228912373812,1.27635371578958,-1.3646720997737227,7.8,-3.2,27.64761904761905,0.5447619047619048,37.10623739408811,1
2020-10-01,0.25,1.2303863428671624,1.1874861668446979,-0.9222152417236895,6.9,-3.299999999999999,29.438636363636363,0.6376190476190476,41.53861906836911,1
2020-11-01,0.25,1.1757452138405844,1.186264708144269,-0.9222152417236895,6.7,-1.7000000000000002,24.9955,0.7042105263157895,38.47265258226298,1
2020-12-01,0.25,1.3204191315779434,1.334522131784066,-0.9222152417236895,6.7,-1.0999999999999996,22.37409090909091,0.7977272727272727,43.748014835501394,1
2021-01-01,0.25,1.3738437137002402,1.5857976839888988,1.8007541764505586,6.4,-0.5,24.91,0.9500000000000001,42.814820060565765,1
2021-02-01,0.25,1.6698167791706853,1.8427318715156016,1.8007541764505586,6.2,-0.5,23.140526315789476,1.1426315789473684,45.85014382973267,1
2021-03-01,0.25,2.6678187820641908,2.669006722866385,1.8007541764505586,6.1,-0.6000000000000005,21.84304347826087,1.463913043478261,69.43466833456733,1
2021-04-01,0.25,4.133077115360573,3.6402858298503427,12.385669309432568,6.1,-0.3000000000000007,17.416190476190476,1.471818181818182,67.62850467625148,1
2021-05-01,0.25,4.918257089467626,4.07246348925363,12.385669309432568,5.8,-0.40000000000000036,19.7605,1.466,48.481666146934764,1
2021-06-01,0.25,5.295632620349999,4.306128320705871,12.385669309432568,5.9,-0.1999999999999993,16.956818181818182,1.3163636363636364,43.26435030705471,1
2021-07-01,0.25,5.245169381309234,4.473216164011551,5.1508109950936465,5.4,-0.6999999999999993,17.603333333333335,1.099047619047619,39.42156423739513,1
2021-08-01,0.25,5.152015301793966,4.580909697720981,5.1508109950936465,5.1,-0.7000000000000002,17.472727272727273,1.0659090909090911,32.5020767061007,1
2021-09-01,0.25,5.351215590949132,4.737428253233955,5.1508109950936465,4.7,-1.2000000000000002,19.824761904761903,1.1338095238095238,35.48462608252771,1
2021-10-01,0.25,6.235042390298062,5.336135652537788,5.756179192135091,4.5,-0.9000000000000004,17.871428571428574,1.19,30.114836023974423,1
2021-11-01,0.25,6.901970403700863,5.93019057933839,5.756179192135091,4.1,-1.0,18.50047619047619,1.0515,34.087176850484944,1
2021-12-01,0.25,7.174340285065539,6.141969176624196,5.756179192135091,3.9,-0.8000000000000003,21.354545454545455,0.785,22.62754092729635,1
2022-01-01,0.25,7.558805726967832,6.272433512016362,4.034582077886428,4.0,-0.5,23.181,0.7835,10.198012528741774,1
2022-02-01,0.25,7.937278766517819,6.545539906103293,4.034582077886428,3.9,-0.19999999999999973,25.748421052631578,0.49894736842105264,1.1743388747794237,2
2022-03-01,0.5,8.572204966013853,6.926410970164576,4.034582077886428,3.7,-0.19999999999999973,26.968695652173913,0.21826086956521737,3.4509700885484884,1
2022-04-01,0.5,8.231750770777225,6.684755338326309,2.4537929303342976,3.7,-0.2999999999999998,24.3735,0.20950000000000002,-3.6421520801673934,2
2022-05-01,1.0,8.538171195642065,6.794545874740021,2.4537929303342976,3.6,-0.2999999999999998,29.313636363636363,0.2814285714285714,-12.503482568161207,2
2022-06-01,1.75,8.979361103105798,7.243471864656126,2.4537929303342976,3.6,-0.10000000000000009,28.23318181818182,0.14523809523809525,-18.998495556226104,2
2022-07-01,2.5,8.462576727730099,6.7502013619389345,2.3489732641040373,3.5,-0.20000000000000018,24.995238095238093,-0.13999999999999999,-20.60541255979228,1
2022-08-01,2.5,8.222579178218826,6.6396775899483895,2.3489732641040373,3.6,0.0,22.169565217391302,-0.3521739130434782,-15.388917742770513,2
2022-09-01,3.25,8.192106896425821,6.667939000672507,2.3489732641040373,3.5,-0.10000000000000009,27.34181818181818,-0.3376190476190476,-24.100105006648132,1
2022-10-01,3.25,7.758813957693,6.461602354598139,1.3170742821654535,3.6,0.10000000000000009,30.005714285714287,-0.3915,-27.40449426910888,2
2022-11-01,4.0,7.122856456533988,6.030493273542614,1.3170742821654535,3.6,0.0,23.29909090909091,-0.6125,-30.61217398541265,2
2022-12-01,4.5,6.404600402357152,5.520050627946982,1.3170742821654535,3.5,0.0,21.784285714285716,-0.6723809523809524,-29.95545270004458,1
2023-01-01,4.5,6.327178517960097,5.507734586232882,2.3111462286238282,3.5,-0.10000000000000009,20.16904761904762,-0.6759999999999999,-24.20545815425963,2
2023-02-01,4.75,5.957820738137087,5.197803844154003,2.3111462286238282,3.6,0.0,20.1205,-0.7868421052631579,-15.207536592518267,2
2023-03-01,5.0,4.917719362889961,4.428273156924578,2.3111462286238282,3.5,0.0,21.644347826086957,-0.6395652173913043,-14.579259485971974,1
2023-04-01,5.0,4.950079879124369,4.476012960317743,2.792610476283919,3.4,-0.10000000000000009,17.817894736842106,-0.5559999999999999,-9.860252284206904,2
2023-05-01,5.25,4.131851231385042,4.003462454014284,2.792610476283919,3.6,0.0,17.63608695652174,-0.5581818181818181,5.21399013810504,1
2023-06-01,5.25,3.070617072997095,3.284521339529123,2.792610476283919,3.6,0.10000000000000009,14.003181818181817,-0.8914285714285713,17.907636991742628,2
2023-07-01,5.5,3.287749268428297,3.40904219289897,3.2331922827038895,3.5,0.10000000000000009,13.932380952380951,-0.9289999999999999,20.739360961413954,1
2023-08-01,5.5,3.722504803505289,3.43205991996991,3.2331922827038895,3.7,0.10000000000000009,15.85391304347826,-0.7339130434782608,9.301605905643594,1
2023-09-01,5.5,3.687206638119256,3.4488928270185903,3.2331922827038895,3.7,0.10000000000000009,15.173333333333332,-0.643,19.144262180069017,1
2023-10-01,5.5,3.2512659098611785,3.0232617305099296,3.390893713155063,3.9,0.3999999999999999,18.887727272727272,-0.26952380952380955,22.200015832345276,1
2023-11-01,5.5,3.1333462745911866,2.7650899986466193,3.390893713155063,3.7,0.0,14.01909090909091,-0.3795238095238095,26.787127071631424,1
2023-12-01,5.5,3.3159099427102934,2.7672658467360334,3.390893713155063,3.8,0.09999999999999964,12.7185,-0.437,35.53370983105049,1
2024-01-01,5.5,3.0883429864855705,2.6987514493606035,2.8632943527041155,3.7,-0.19999999999999973,13.388636363636364,-0.2647619047619048,36.92936643255018,1
2024-02-01,5.5,3.157074141648697,2.705057426970159,2.8632943527041155,3.9,0.19999999999999973,13.980476190476189,-0.3365,34.14370344719264,1
2024-03-01,5.5,3.4868349120836584,2.9279392327126175,2.8632943527041155,3.9,0.10000000000000009,13.7875,-0.3795,39.35006492732087,1
2024-04-01,5.5,3.3607951262196734,2.826154012888593,3.1266315239534936,3.9,0.19999999999999973,16.137727272727275,-0.33409090909090905,32.11504720504688,1
2024-05-01,5.5,3.244278584003113,2.6616729088639213,3.1266315239534936,3.9,0.0,13.058695652173913,-0.3740909090909091,32.858850368925374,1
2024-06-01,5.5,2.9702579486470926,2.548373440470164,3.1266315239534936,4.1,0.19999999999999973,12.667,-0.431578947368421,29.94786510878933,1
2024-07-01,5.5,2.9414757935583014,2.594376777467322,2.7913896372876,4.2,0.30000000000000027,14.373913043478263,-0.24727272727272728,28.006658754588763,1
2024-08-01,5.5,2.607144490692037,2.412994957427461,2.7913896372876,4.2,0.30000000000000027,19.312272727272727,-0.09454545454545454,25.683416485030254,0
2024-09-01,5.0,2.4264830315416708,2.260766436883843,2.7913896372876,4.1,0.0,17.663333333333334,0.101,29.54096365690708,1
2024-10-01,5.0,2.578844053871343,2.4776925356425616,2.3997884845648576,4.1,-0.10000000000000053,19.960869565217394,0.12318181818181818,38.76446790438539,0
2024-11-01,4.75,2.719472461284833,2.5878034125423,2.3997884845648576,4.2,0.0,16.015238095238097,0.09842105263157895,36.2839164577204,0
2024-12-01,4.5,2.870690967509981,2.7280946901200087,2.3997884845648576,4.1,0.0,15.866190476190477,0.1657142857142857,34.33561289960665,1
2025-01-01,4.5,2.9909783078999608,2.6073795303935166,2.0192730138857806,4.0,-0.09999999999999964,16.763636363636365,0.35714285714285715,29.729729627325252,1
2025-02-01,4.5,2.8015834477613355,2.7104846734857135,2.0192730138857806,4.2,0.0,16.968,0.24105263157894738,23.64704550073471,1
2025-03-01,4.5,2.381981462805549,2.3594336708984365,2.0192730138857806,4.2,0.10000000000000053,21.841428571428573,0.31047619047619046,9.93895733138428,1
2025-04-01,4.5,2.32538823025783,2.2774259978433964,2.0804665087611918,4.2,0.20000000000000018,31.966190476190473,0.5014285714285714,4.561482713620402,1
2025-05-01,4.5,2.3772651073680873,2.4580860654408676,2.0804665087611918,4.3,0.09999999999999964,20.46227272727273,0.5038095238095238,12.735912040005726,1
2025-06-01,4.5,2.680453865910226,2.5935129797068024,2.0804665087611918,4.1,-0.10000000000000053,18.403333333333336,0.49450000000000005,12.44525842668509,1
2025-07-01,4.5,2.742618052167134,2.605547294239341,2.335167772142843,4.3,0.09999999999999964,16.381304347826084,0.5095454545454546,15.707614822552252,1
2025-08-01,4.5,2.9385917430316155,2.7476208541517,2.335167772142843,4.3,0.0,15.75,0.5609523809523809,23.831677147047436,0
2025-09-01,4.25,3.0225715847133294,2.7874424148706556,2.335167772142843,4.4,0.3000000000000007,15.789090909090909,0.5519047619047619,26.07703913886059,0
2025-11-01,4.0,2.6964439164939513,2.8201898312699925,1.9892996607980828,4.5,0.20000000000000018,19.7695,0.543888888888889,21.42364293553718,0
2025-12-01,3.75,2.653304114557753,2.878083518031027,1.9892996607980828,4.4,0.0,15.548181818181819,0.6422727272727273,18.458798980119752,1
2026-02-01,3.75,2.4340041103732224,2.873230041057484,2.684743341425966,4.4,-0.09999999999999964,19.207,0.6542105263157895,17.115639235221145,1
2026-03-01,3.75,3.2859577528651984,3.5429288317545327,2.684743341425966,4.3,-0.10000000000000053,25.596818181818183,0.5313636363636364,24.13061292023535,1
2026-04-01,3.75,3.7792458367415627,3.795481569560044,1.7224492591301432,4.3,0.0,19.811904761904763,0.52,41.96187183554265,1
2026-05-01,3.75,4.166614684049641,4.072638075644863,1.7224492591301432,4.3,-0.10000000000000053,17.237142857142857,0.489,40.3028540493259,1
